"Tag";"Stunde";"Minute";"Ruderschlaege/Minute";"Segel"
16;14;16;32;1
16;14;17;3;1
16;14;18;0;1
16;14;19;0;1
16;14;20;-4;0
16;14;21;-24;0
16;14;22;27;0
16;14;23;26;0
16;14;24;-14;0
16;14;25;7;0
16;14;26;3;0
16;14;27;0;0
16;14;28;0;0
16;15;57;0;0
16;15;58;15;0
16;15;59;24;0
16;16;0;26;0
16;16;1;15;0
16;16;2;26;0
16;16;3;23;0
16;16;4;12;0
16;16;5;14;0
16;16;6;27;0
16;16;7;28;0
16;16;8;28;0
16;16;9;29;0
16;16;10;28;0
16;16;11;28;0
16;16;12;28;0
16;16;13;28;0
16;16;14;30;0
16;16;15;30;0
16;16;16;30;0
16;16;17;30;0
16;16;18;30;0
16;16;19;30;0
16;16;20;31;0
16;16;21;-28;0
16;16;22;-14;0
16;16;23;0;0
16;16;24;0;0
16;16;25;0;1
16;16;26;0;1
16;16;27;0;1
16;16;28;0;1
16;16;29;0;1
16;16;30;0;1
16;16;31;-7;1
16;16;32;3;0
16;16;33;-6;0
16;16;34;0;0
16;16;35;0;0
16;16;36;10;0
16;16;37;-6;0
16;16;38;0;0
16;16;39;0;0
16;16;40;0;0
17;9;57;0;0
17;9;58;24;0
17;9;59;30;0
17;10;0;31;0
17;10;1;32;0
17;10;2;32;0
17;10;3;32;0
17;10;4;32;0
17;10;5;32;0
17;10;6;32;0
17;10;7;-21;0
17;10;8;-5;0
17;10;9;0;0
17;10;10;0;0
17;10;11;0;0
17;10;12;0;0
17;10;13;0;0
17;10;14;0;0
17;10;15;0;0
17;10;16;0;0
17;10;17;0;0
17;10;18;0;0
17;10;19;0;0
17;10;20;2;0
17;10;21;30;0
17;10;22;33;0
17;10;23;34;0
17;10;24;35;0
17;10;25;33;0
17;10;26;33;0
17;10;27;32;0
17;10;28;13;0
17;10;29;14;0
17;10;30;0;0
17;10;31;-22;0
17;10;32;-10;0
17;10;33;6;0
17;10;34;31;0
17;10;35;32;0
17;10;36;32;0
17;10;37;32;0
17;10;38;33;0
17;10;39;32;0
17;10;40;32;0
17;10;41;33;0
17;10;42;5;0
17;10;43;0;0
17;10;44;0;0
17;10;45;0;0
17;10;46;0;0
17;10;47;0;0
17;10;48;-5;0
17;10;49;-22;0
17;10;50;29;0
17;10;51;31;0
17;10;52;31;0
17;10;53;32;0
17;10;54;32;0
17;10;55;32;0
17;10;56;33;0
17;10;57;8;0
17;10;58;0;0
17;10;59;13;0
17;11;0;23;0
17;11;1;-6;0
17;11;2;-2;0
17;11;3;0;0
17;11;4;0;0
17;11;50;0;0
17;11;51;5;0
17;11;52;24;0
17;11;53;30;0
17;11;54;30;0
17;11;55;31;0
17;11;56;32;0
17;11;57;32;0
17;11;58;31;0
17;11;59;32;0
17;12;0;32;0
17;12;1;33;0
17;12;2;5;0
17;12;3;-27;0
17;12;4;-25;0
17;12;5;0;0
17;12;6;0;0
17;12;7;9;0
17;12;8;32;0
17;12;9;33;0
17;12;10;16;0
17;12;11;0;0
17;12;12;30;0
17;12;13;33;0
17;12;14;33;0
17;12;15;33;0
17;12;16;34;0
17;12;17;-34;0
17;12;18;-24;0
17;12;19;0;0
17;12;20;0;0
17;12;21;0;0
17;12;22;28;0
17;12;23;33;0
17;12;24;33;0
17;12;25;33;0
17;12;26;33;0
17;12;27;33;0
17;12;28;33;0
17;12;29;10;0
17;12;30;0;0
17;12;31;3;0
17;12;32;31;0
17;12;33;33;0
17;12;34;33;0
17;12;35;34;0
17;12;36;0;0
17;12;37;0;0
17;12;38;0;1
17;12;39;0;1
17;12;40;0;1
17;12;41;0;1
17;12;42;0;1
17;12;43;0;1
17;12;44;0;1
17;12;45;0;1
17;12;46;0;1
17;12;47;0;1
17;12;48;0;1
17;12;49;0;1
17;12;50;0;1
17;12;51;0;1
17;12;52;0;1
17;12;53;0;1
17;12;54;7;0
17;12;55;24;0
17;12;56;30;0
17;12;57;33;0
17;12;58;33;0
17;12;59;-9;0
17;13;0;-5;0
17;13;1;0;0
17;13;2;-3;0
17;13;3;0;0
17;14;36;0;0
17;14;37;15;0
17;14;38;34;0
17;14;39;34;0
17;14;40;5;0
17;14;41;35;0
17;14;42;37;0
17;14;43;35;0
17;14;44;34;0
17;14;45;36;0
17;14;46;36;0
17;14;47;-37;0
17;14;48;0;0
17;14;49;0;0
17;14;50;0;0
17;14;51;0;0
17;14;52;0;0
17;14;53;0;0
17;14;54;0;0
17;14;55;0;0
17;14;56;15;0
17;14;57;24;0
17;14;58;0;0
17;14;59;0;0
17;15;0;10;0
17;15;1;34;0
17;15;2;35;0
17;15;3;36;0
17;15;4;36;0
17;15;5;5;0
17;15;6;4;0
17;15;7;30;0
17;15;8;32;0
17;15;9;34;0
17;15;10;35;0
17;15;11;34;0
17;15;12;35;0
17;15;13;35;0
17;15;14;33;0
17;15;15;37;0
17;15;16;7;0
17;15;17;-7;0
17;15;18;0;0
17;15;19;0;0
17;15;20;0;1
17;15;21;0;1
17;15;22;0;1
17;15;23;0;1
17;15;24;0;1
17;15;25;0;1
17;15;26;0;1
17;15;27;0;1
17;15;28;0;1
17;15;29;0;1
17;15;30;10;1
17;15;31;3;1
17;15;32;10;1
17;15;33;36;1
17;15;34;14;1
17;15;35;0;1
17;15;36;0;1
17;15;37;0;1
17;15;38;0;1
17;15;39;-11;0
17;15;40;27;0
17;15;41;32;0
17;15;42;32;0
17;15;43;32;0
17;15;44;33;0
17;15;45;33;0
17;15;46;33;0
17;15;47;33;0
17;15;48;-30;0
17;15;49;-16;0
17;15;50;0;0
17;15;51;0;0
17;15;52;0;0
17;15;53;0;1
17;15;54;0;1
17;15;55;0;1
17;15;56;0;1
17;15;57;0;1
17;15;58;0;1
17;15;59;0;1
17;16;0;0;1
17;16;1;0;1
17;16;2;24;0
17;16;3;28;0
17;16;4;31;0
17;16;5;16;0
17;16;6;28;0
17;16;7;-33;0
17;16;8;-23;0
17;16;9;0;0
17;16;10;0;0
17;16;11;0;0
17;16;12;0;0
17;16;13;9;0
17;16;14;30;0
17;16;15;34;0
17;16;16;35;0
17;16;17;34;0
17;16;18;34;0
17;16;19;35;0
17;16;20;35;0
17;16;21;35;0
17;16;22;36;0
17;16;23;35;0
17;16;24;10;0
17;16;25;29;0
17;16;26;31;0
17;16;27;-23;0
17;16;28;-3;0
17;16;29;-2;0
17;16;30;-2;0
17;16;31;0;0
17;17;4;0;0
17;17;5;17;0
17;17;6;25;0
17;17;7;23;0
17;17;8;24;0
17;17;9;23;0
17;17;10;24;0
17;17;11;-17;0
17;17;12;-18;0
17;17;13;-6;0
17;17;14;0;0
17;17;15;0;1
17;17;16;0;1
17;17;17;0;1
17;17;18;0;1
17;17;19;0;1
17;17;20;0;1
17;17;21;0;1
17;17;22;21;1
17;17;23;6;1
17;17;24;18;1
17;17;25;6;1
17;17;26;0;1
17;17;27;0;1
17;17;28;0;1
17;17;29;0;1
17;17;30;0;1
17;17;31;0;1
17;17;32;0;1
17;17;33;0;1
17;17;34;0;1
17;17;35;0;1
17;17;36;0;1
17;17;37;0;1
17;17;38;0;1
17;17;39;0;1
17;17;40;0;0
17;17;41;0;0
17;17;42;0;0
17;17;43;18;0
17;17;44;24;0
17;17;45;27;0
17;17;46;28;0
17;17;47;28;0
17;17;48;31;0
17;17;49;31;0
17;17;50;31;0
17;17;51;31;0
17;17;52;31;0
17;17;53;30;0
17;17;54;32;0
17;17;55;32;0
17;17;56;32;0
17;17;57;33;0
17;17;58;5;0
17;17;59;-6;0
17;18;0;-6;0
17;18;1;0;1
17;18;2;0;1
17;18;3;0;1
17;18;4;0;1
17;18;5;0;1
17;18;6;0;1
17;18;7;0;1
17;18;8;0;1
17;18;9;0;1
17;18;10;0;1
17;18;11;0;1
17;18;12;0;1
17;18;13;0;1
17;18;14;0;0
17;18;15;0;0
17;18;16;0;0
17;18;17;8;0
17;18;18;0;0
17;18;19;-26;0
17;18;20;19;0
17;18;21;-30;0
17;18;22;31;0
17;18;23;32;0
17;18;24;31;0
17;18;25;32;0
17;18;26;33;0
17;18;27;34;0
17;18;28;35;0
17;18;29;34;0
17;18;30;22;0
17;18;31;14;0
17;18;32;35;0
17;18;33;11;0
17;18;34;27;0
17;18;35;31;0
17;18;36;33;0
17;18;37;25;0
17;18;38;-8;0
17;18;39;4;0
17;18;40;0;0
17;18;41;-10;0
17;18;42;16;0
17;18;43;-22;0
17;18;44;17;0
17;18;45;21;0
17;18;46;-14;0
17;18;47;0;0
17;18;48;-4;0
17;18;49;0;0
18;10;13;1;0
18;10;14;24;0
18;10;15;20;0
18;10;16;29;0
18;10;17;31;0
18;10;18;32;0
18;10;19;33;0
18;10;20;34;0
18;10;21;0;0
18;10;22;0;0
18;10;23;0;0
18;10;24;0;0
18;10;25;25;0
18;10;26;30;0
18;10;27;35;0
18;10;28;-20;0
18;10;29;-8;0
18;10;30;-12;0
18;10;31;14;0
18;10;32;27;0
18;10;33;31;0
18;10;34;31;0
18;10;35;22;0
18;10;36;0;0
18;10;37;0;0
18;10;38;26;0
18;10;39;30;0
18;10;40;30;0
18;10;41;31;0
18;10;42;30;0
18;10;43;31;0
18;10;44;31;0
18;10;45;20;0
18;10;46;0;0
18;10;47;0;0
18;10;48;0;0
18;10;49;20;0
18;10;50;30;0
18;10;51;-30;0
18;10;52;-23;0
18;10;53;0;0
18;10;54;0;1
18;10;55;0;1
18;10;56;0;1
18;10;57;0;1
18;10;58;0;1
18;10;59;0;1
18;11;0;0;1
18;11;1;0;1
18;11;2;0;1
18;11;3;0;1
18;11;4;0;1
18;11;5;0;1
18;11;6;0;1
18;11;7;0;1
18;11;8;0;1
18;11;9;0;1
18;11;10;0;1
18;11;11;0;1
18;11;12;0;1
18;11;13;0;0
18;11;14;0;0
18;11;15;27;0
18;11;16;29;0
18;11;17;31;0
18;11;18;30;0
18;11;19;31;0
18;11;20;31;0
18;11;21;31;0
18;11;22;31;0
18;11;23;31;0
18;11;24;25;0
18;11;25;-27;0
18;11;26;-7;0
18;11;27;0;0
18;11;28;0;0
18;11;29;0;0
18;11;30;4;0
18;11;31;25;0
18;11;32;30;0
18;11;33;31;0
18;11;34;32;0
18;11;35;34;0
18;11;36;34;0
18;11;37;33;0
18;11;38;35;0
18;11;39;34;0
18;11;40;9;0
18;11;41;-5;0
18;11;42;-6;0
18;11;43;-2;0
18;11;44;0;0
18;11;45;-9;0
18;11;46;-12;0
18;11;47;-3;0
18;11;48;0;0
