Tag;Stunde;Minute;Ruderschlaege/Minute;Segel
16;16;47;9;0
16;16;48;32;0
16;16;49;9;0
16;16;51;0;1
16;16;52;0;1
16;16;53;0;1
16;16;54;0;1
16;16;55;0;1
16;16;56;0;1
16;16;57;0;1
16;16;58;0;1
16;16;59;0;1
16;17;0;0;1
16;17;1;0;1
16;17;2;0;1
16;17;3;0;1
16;17;4;0;1
16;17;5;0;1
16;17;6;0;1
16;17;7;0;1
16;17;8;0;1
16;17;9;0;1
16;17;10;0;1
16;17;11;0;1
16;17;12;0;1
16;17;13;0;1
16;17;14;0;1
16;17;16;14;0
16;17;18;8;0
16;17;19;30;0
16;17;20;32;0
16;17;21;31;0
16;17;22;20;0
16;17;23;18;0
16;17;24;31;0
16;17;25;31;0
16;17;26;32;0
16;17;27;31;0
16;17;28;30;0
16;17;29;22;0
16;17;30;14;0
16;17;31;10;0
16;17;32;30;0
16;17;33;31;0
16;17;34;31;0
16;17;35;31;0
16;17;36;29;0
16;17;37;29;0
16;17;38;31;0
16;17;39;30;0
16;17;41;-7;0
16;17;43;0;1
16;17;44;0;1
16;17;45;0;1
16;17;46;0;1
16;17;47;0;1
16;17;48;0;1
16;17;49;0;1
16;17;50;0;1
16;17;51;0;1
16;17;52;0;1
16;17;53;0;1
16;17;54;0;1
16;17;55;0;1
16;17;56;5;0
16;17;57;25;0
16;17;58;-8;0
17;9;43;-99;0
17;9;44;-99;0
17;9;45;-99;0
17;9;46;24;0
17;9;47;30;0
17;9;48;29;0
17;9;49;1;0
17;11;20;-99;1
17;11;21;0;1
17;11;22;0;1
17;11;23;0;1
17;11;24;0;1
17;11;25;0;1
17;11;26;0;1
17;11;27;0;1
17;11;28;0;1
17;11;29;0;1
17;11;30;-99;1
18;11;38;-8;0
18;11;40;15;0
18;11;41;-5;0
18;11;42;25;0
18;11;43;-15;0
18;11;44;24;0
18;11;45;27;0
18;11;46;24;0
18;11;47;29;0
18;11;48;25;0
18;11;49;13;0
18;11;50;29;0
18;11;51;30;0
18;11;52;31;0
18;11;53;30;0
18;11;54;13;0
18;11;55;-3;0
18;11;56;23;0
18;11;57;-4;0
18;12;53;25;0
18;12;54;30;0
18;12;55;30;0
18;12;56;24;0
18;12;57;14;0
18;12;58;32;0
18;12;59;30;0
18;13;0;30;0
18;13;1;30;0
18;13;2;30;0
18;13;7;9;0
18;13;8;19;0
18;13;9;30;0
18;13;10;-23;0
18;13;11;30;0
18;13;12;10;0
18;13;13;8;0
18;13;14;33;0
18;13;15;-2;0
18;13;16;31;0
18;13;17;31;0
18;13;18;-18;0
18;13;19;11;0
18;13;20;28;0
18;13;21;-29;0
18;13;22;18;0
18;13;23;29;0
18;13;24;29;0
18;13;25;29;0
18;13;26;30;0
18;13;27;4;0
18;13;29;0;1
18;13;30;0;1
18;13;31;0;1
18;13;32;0;1
18;13;33;4;1
18;13;34;27;0
18;13;35;28;0
18;13;36;30;0
18;13;37;30;0
18;13;38;26;0
18;13;39;-3;0
18;13;41;0;1
18;13;42;0;1
18;13;43;0;1
18;13;44;0;1
18;13;45;0;1
18;13;46;0;1
18;13;47;-4;0
18;13;48;22;0
18;13;49;27;0
18;13;50;22;0
18;13;51;30;0
18;13;52;8;0
18;13;53;-15;0
18;15;16;-10;0
18;15;17;19;0
18;15;18;31;0
18;15;19;31;0
18;15;20;32;0
18;15;21;30;0
18;15;22;33;0
18;15;23;28;0
18;15;24;-2;0
18;15;25;0;1
18;15;26;0;1
18;15;27;0;1
18;15;28;0;1
18;15;29;0;1
18;15;31;21;0
18;15;32;32;0
18;15;33;31;0
18;15;34;27;0
18;15;35;30;0
18;15;36;33;0
18;15;37;32;0
18;15;38;35;0
18;15;39;15;0
18;15;42;18;0
18;15;43;35;0
18;15;44;21;0
18;15;46;0;1
18;15;47;0;1
18;15;48;0;1
18;15;49;0;1
18;15;50;0;1
18;15;51;0;1
18;15;52;0;1
18;15;53;0;1
18;15;54;0;1
18;15;55;0;1
18;15;56;0;1
18;15;57;0;1
18;15;58;0;1
18;15;59;0;1
18;16;0;0;1
18;16;1;0;1
18;16;2;0;1
18;16;3;0;1
18;16;4;0;1
18;16;5;0;1
18;16;6;0;1
18;16;7;0;1
18;16;8;-3;0
18;16;9;5;0
18;16;10;29;0
18;16;11;32;0
18;16;12;32;0
18;16;13;31;0
18;16;14;33;0
18;16;15;32;0
18;16;16;32;0
18;16;17;35;0
18;16;18;6;0
18;16;20;-8;0
18;16;21;0;1
18;16;22;0;1
18;16;23;0;1
18;16;24;0;1
18;16;25;0;1
18;16;26;0;1
18;16;27;0;1
18;16;28;0;1
18;16;29;0;1
18;16;32;-13;0
18;16;33;30;0
18;16;34;32;0
18;16;35;33;0
18;16;36;31;0
18;16;37;34;0
18;16;38;30;0
18;16;39;33;0
18;16;40;30;0
18;16;41;34;0
18;16;42;32;0
18;16;43;33;0
18;16;44;32;0
18;16;45;34;0
18;16;46;21;0
18;16;49;-10;0
18;16;50;-3;0
18;16;52;-31;0
18;16;53;-1;0
18;16;54;-26;0
18;16;55;-5;0
18;16;56;-4;0
18;16;57;-27;0
18;16;58;-19;0
18;17;1;-5;0
18;17;2;-25;0
18;17;3;32;0
18;17;4;32;0
18;17;5;34;0
18;17;6;33;0
18;17;7;32;0
18;17;8;33;0
18;17;9;32;0
18;17;10;33;0
18;17;11;36;0
18;17;12;33;0
18;17;13;8;0
18;17;14;-5;0
18;17;15;-28;0
18;17;16;-23;0
18;17;18;-3;0
18;17;20;35;0
18;17;21;32;0
18;17;22;35;0
18;17;23;35;0
18;17;24;35;0
18;17;25;33;0
18;17;26;-8;0
18;17;27;0;1
18;17;28;0;1
18;17;29;0;1
18;17;30;0;1
18;17;33;-21;0
18;17;34;-30;0
18;17;35;-20;0
18;17;36;-9;0
19;10;51;-3;0
19;10;52;27;0
19;10;53;30;0
19;10;54;31;0
19;10;55;10;0
19;10;57;27;0
19;10;58;29;0
19;10;59;29;0
19;11;0;6;0
19;11;4;0;1
19;11;5;0;1
19;11;6;0;1
19;11;7;0;1
19;11;8;0;1
19;11;9;0;1
19;11;10;0;1
19;11;11;0;1
19;11;12;0;1
19;11;13;0;1
19;11;14;0;1
19;11;15;0;1
19;11;16;0;1
19;11;17;0;1
19;11;18;0;1
19;11;19;0;1
19;11;20;0;1
19;11;23;-17;0
19;11;24;-20;0
19;11;25;22;0
19;11;26;-24;0
19;11;27;-26;0
19;11;28;30;0
19;11;29;31;0
19;11;30;26;0
19;11;31;22;0
19;11;32;29;0
19;11;33;32;0
19;11;34;34;0
19;11;35;-23;0
19;11;36;-5;0
19;11;37;0;1
19;11;38;0;1
19;11;39;0;1
19;11;40;0;1
19;11;41;0;1
19;11;46;-11;0
19;11;47;-32;0
19;11;48;33;0
19;11;49;35;0
19;11;50;34;0
19;11;51;36;0
19;11;52;36;0
19;11;53;36;0
19;11;54;30;0
19;11;57;-25;0
19;11;58;37;0
19;11;59;36;0
19;12;0;38;0
19;12;1;38;0
19;12;2;-21;0
19;12;3;-23;0
19;12;4;-13;0
19;12;5;-23;0
19;12;6;-19;0
19;12;7;-31;0
19;12;8;35;0
19;12;9;30;0
19;12;10;33;0
19;12;11;35;0
19;12;12;34;0
19;12;13;10;0
19;12;14;30;0
19;12;15;31;0
19;12;16;40;0
19;12;17;35;0
19;12;18;42;0
19;12;19;36;0
19;12;20;20;0
19;12;26;-10;0
19;12;27;32;0
19;12;28;33;0
19;12;29;37;0
19;12;30;-13;0
19;12;31;-12;0
19;12;32;-1;0
19;14;19;-23;0
19;14;20;-28;0
19;14;21;31;0
19;14;22;30;0
19;14;23;-28;0
19;14;24;-34;0
19;14;28;28;0
19;14;29;25;0
19;14;33;25;0
19;14;34;15;0
19;14;35;26;0
19;14;36;33;0
19;14;37;-9;0
19;14;38;31;0
19;14;39;32;0
19;14;40;33;0
19;14;41;32;0
19;14;42;16;0
19;14;44;-8;0
19;14;45;0;1
19;14;46;-6;0
19;14;50;-2;0
19;14;51;-18;0
19;14;52;-32;0
19;14;53;33;0
19;14;54;11;0
19;14;55;-6;0
19;14;56;-2;0
19;15;58;11;0
19;15;59;-28;0
19;16;0;22;0
19;16;1;22;0
19;16;2;-19;0
19;16;3;-20;0
19;16;4;18;0
19;16;5;24;0
19;16;6;12;0
19;16;7;29;0
19;16;8;26;0
19;16;11;-10;0
19;16;12;10;0
19;16;13;25;0
19;16;14;18;0
19;16;15;20;0
19;16;16;18;0
19;16;17;22;0
19;16;18;15;0
19;16;19;22;0
19;16;20;22;0
19;16;21;11;0
19;16;22;24;0
19;16;23;-22;0
19;16;24;14;0
19;16;25;6;0
19;16;28;-25;0
19;16;29;-10;0
19;16;30;-7;0
19;16;31;7;0
19;16;33;0;1
19;16;34;0;1
19;16;35;0;1
19;16;36;0;1
19;16;37;0;1
19;16;38;0;1
19;16;39;0;1
19;16;40;0;1
19;16;41;0;1
19;16;42;0;1
19;16;44;20;0
19;16;45;31;0
19;16;46;10;0
19;16;47;-7;0
19;16;48;-3;0
20;12;1;12;0
20;12;2;20;0
20;12;3;11;0
20;12;4;15;0
20;12;5;22;0
20;12;6;21;0
20;12;7;-21;0
20;12;8;15;0
20;12;10;10;0
20;12;11;-10;0
20;12;12;24;0
20;12;13;25;0
20;12;14;23;0
20;12;15;-22;0
20;12;18;0;1
20;12;19;0;1
20;12;20;2;1
20;12;21;0;1
20;12;22;0;1
20;12;23;0;1
20;12;24;0;1
20;12;25;0;1
20;12;26;0;1
20;12;27;0;1
20;12;28;0;1
20;12;29;0;1
20;12;30;0;1
20;12;31;0;1
20;12;32;0;1
20;12;33;0;1
20;12;34;0;1
20;12;35;0;1
20;12;36;0;1
20;12;37;0;1
20;12;38;0;1
20;12;39;0;1
20;12;40;0;1
20;12;43;10;0
20;12;44;10;0
20;12;45;24;0
20;12;46;27;0
20;12;47;26;0
20;12;48;25;0
20;12;49;24;0
20;12;50;22;0
20;12;51;23;0
20;12;52;23;0
20;12;53;21;0
20;12;54;22;0
20;12;55;12;0
20;12;56;6;0
20;12;57;-21;0
20;12;58;25;0
20;12;59;21;0
20;13;0;22;0
20;13;1;22;0
20;13;2;-14;0
20;13;3;14;0
20;13;4;24;0
20;13;5;23;0
20;13;6;24;0
20;13;7;18;0
20;13;8;24;0
20;13;9;25;0
20;13;10;24;0
20;13;11;23;0
20;13;12;-16;0
20;13;26;-3;0
20;13;27;-17;0
20;13;28;24;0
20;13;29;24;0
20;13;30;24;0
20;13;31;25;0
20;13;32;16;0
20;13;33;-2;0
20;13;34;25;0
20;13;35;24;0
20;13;36;25;0
20;13;37;17;0
20;13;38;22;0
20;13;39;24;0
20;13;40;24;0
20;13;41;22;0
20;13;42;22;0
20;13;44;6;0
20;13;45;23;0
20;13;46;24;0
20;13;47;23;0
20;13;48;24;0
20;13;49;24;0
20;13;50;23;0
20;13;51;23;0
20;13;52;23;0
20;13;53;-23;0
20;13;54;20;0
20;13;55;25;0
20;13;56;24;0
20;13;57;25;0
20;13;58;23;0
20;13;59;-5;0
20;14;2;0;1
20;14;3;0;1
20;14;4;0;1
20;14;5;0;1
20;14;6;0;1
20;14;7;0;1
20;14;8;-8;0
20;14;9;-16;0
20;14;10;-7;0
20;14;11;21;0
20;14;12;-17;0
20;14;13;-24;0
20;14;14;25;0
20;14;15;27;0
20;14;16;26;0
20;14;17;6;0
20;14;20;2;0
20;14;21;26;0
20;14;22;27;0
20;14;23;26;0
20;14;24;21;0
20;14;25;24;0
20;14;26;25;0
20;14;27;21;0
20;14;28;11;0
20;14;29;-7;0
20;15;50;16;0
20;15;51;22;0
20;15;52;24;0
20;15;53;24;0
20;15;54;23;0
20;15;55;23;0
20;15;56;23;0
20;15;57;23;0
20;15;58;22;0
20;15;59;5;0
20;16;0;9;0
20;16;1;21;0
20;16;2;-14;0
20;16;3;-12;0
20;16;4;-3;0
20;16;6;0;1
20;16;7;0;1
20;16;8;0;1
20;16;9;0;1
20;16;10;0;1
20;16;11;0;1
20;16;12;11;0
20;16;13;8;0
20;16;14;14;0
20;16;15;17;0
20;16;16;23;0
20;16;17;15;0
20;16;19;28;0
20;16;20;5;0
20;16;24;19;0
20;16;25;21;0
20;16;26;22;0
20;16;27;21;0
20;16;28;23;0
20;16;29;-11;0
20;16;30;19;0
20;16;31;22;0
20;16;32;30;0
20;16;33;31;0
20;16;34;-2;0
20;16;35;-12;0
20;16;37;0;1
20;16;38;0;1
20;16;39;0;1
20;16;40;0;1
20;16;41;0;1
20;16;42;0;1
20;16;43;0;1
20;16;44;-4;0
20;16;45;-22;0
20;16;46;26;0
20;16;47;27;0
20;16;48;-25;0
20;16;49;20;0
22;11;59;0;0
22;12;0;0;0
22;12;12;18;0
22;12;13;19;0
22;12;14;21;0
22;12;15;22;0
22;12;16;4;0
22;12;17;-24;0
22;12;18;-4;0
22;12;20;0;1
22;12;21;0;1
22;12;22;0;1
22;12;23;0;1
22;12;24;13;0
22;12;25;23;0
22;12;26;-17;0
22;12;27;-8;0
22;14;11;13;0
22;14;12;20;0
22;14;13;23;0
22;14;14;26;0
22;14;15;26;0
22;14;16;22;0
22;14;17;27;0
22;14;18;24;0
22;14;19;24;0
22;14;20;26;0
22;14;21;27;0
22;14;22;27;0
22;14;23;-27;0
22;14;24;-12;0
22;14;26;0;1
22;14;27;0;1
22;14;28;0;1
22;14;29;0;1
22;14;30;20;0
22;14;31;24;0
22;14;32;25;0
22;14;33;30;0
22;14;34;-22;0
22;14;35;-4;0
22;15;4;7;0
22;15;5;27;0
22;15;6;28;0
22;15;7;24;0
22;15;8;25;0
22;15;9;23;0
22;15;10;22;0
22;15;11;20;0
22;15;12;24;0
22;15;13;24;0
22;15;14;21;0
22;15;15;21;0
22;15;16;24;0
22;15;17;26;0
22;15;18;25;0
22;15;19;24;0
22;15;20;28;0
22;15;21;29;0
22;15;23;-16;0
22;15;25;0;1
22;15;26;0;1
22;15;27;0;1
22;15;28;0;1
22;15;29;0;1
22;15;30;23;0
22;15;31;24;0
22;15;32;-11;0
22;16;43;-6;0
22;16;44;21;0
22;16;45;22;0
22;16;46;25;0
22;16;47;25;0
22;16;48;26;0
22;16;49;25;0
22;16;50;24;0
22;16;51;24;0
22;16;52;22;0
22;16;53;23;0
22;16;54;24;0
22;16;55;25;0
22;16;56;27;0
22;16;57;-18;0
22;16;58;-5;0
22;17;0;0;1
22;17;1;0;1
22;17;2;0;1
22;17;3;0;1
22;17;5;10;0
22;17;6;24;0
22;17;7;23;0
22;17;8;26;0
22;17;9;27;0
22;17;10;26;0
22;17;11;-11;0
22;17;12;10;0
22;17;13;27;0
22;17;14;28;0
22;17;15;27;0
22;17;16;27;0
22;17;17;26;0
22;17;18;27;0
22;17;19;25;0
22;17;20;25;0
22;17;21;24;0
22;17;22;25;0
22;17;23;26;0
22;17;24;30;0
22;17;25;27;0
22;17;26;-22;0
22;17;27;0;1
22;17;28;0;1
22;17;29;0;1
22;17;30;0;1
22;17;31;15;0
22;17;32;27;0
22;17;33;30;0
22;17;34;26;0
23;11;48;0;1
23;11;49;0;1
23;11;50;0;1
23;11;51;0;1
23;11;52;0;1
23;11;53;0;1
23;11;54;0;1
23;11;55;0;1
23;11;56;0;1
23;11;57;0;1
23;11;58;0;1
23;11;59;0;1
23;12;0;0;1
23;12;21;0;1
23;12;22;0;1
23;12;23;0;1
23;12;24;0;1
23;12;25;0;1
23;12;26;0;1
23;12;27;0;1
23;12;28;0;1
23;12;29;0;1
23;12;30;0;1
23;12;31;0;1
23;12;32;0;1
23;12;33;0;1
23;12;34;0;1
23;12;35;0;1
23;12;36;0;1
23;12;37;0;1
23;12;38;0;1
23;12;39;0;1
23;12;40;0;1
23;12;41;0;1
23;12;42;0;1
23;12;43;0;1
23;12;44;0;1
23;12;45;0;1
23;12;46;0;1
23;12;47;0;1
23;12;48;0;1
23;12;49;0;1
23;12;50;0;1
23;12;51;0;1
23;12;52;0;1
23;12;53;0;1
23;13;38;29;0
23;13;52;0;1
23;13;53;0;1
23;13;54;0;1
23;13;55;0;1
23;14;5;0;0
23;16;0;0;1
23;16;1;0;1
23;16;2;0;1
23;16;3;0;1
23;16;4;0;1
23;16;5;0;1
23;16;6;0;1
23;16;7;0;1
23;16;8;0;1
23;16;9;0;1
23;16;10;0;1
23;16;11;0;1
23;16;12;0;1
23;16;13;0;1
23;16;14;0;1
23;16;15;0;1
23;16;16;0;1
23;16;17;0;1
23;16;18;0;1
24;11;13;4;0
24;11;14;15;0
24;11;15;25;0
24;11;16;28;0
24;11;17;28;0
24;11;18;28;0
24;11;19;29;0
24;11;20;29;0
24;11;21;-25;0
24;11;22;19;0
24;11;23;25;0
24;11;24;28;0
24;11;25;28;0
24;11;26;28;0
24;11;27;-26;0
24;11;28;-7;0
24;11;30;0;1
24;11;31;0;1
24;11;32;0;1
24;11;33;0;1
24;11;34;0;1
24;11;35;0;1
24;11;36;0;1
24;11;37;0;1
24;11;38;0;1
24;11;39;0;1
24;11;40;0;1
24;11;41;0;1
24;11;42;0;1
24;11;43;0;1
24;11;44;0;1
24;11;45;0;1
24;11;46;0;1
24;11;47;-6;1
24;11;48;-19;0
24;11;49;-24;0
24;11;50;26;0
24;11;51;27;0
24;11;52;27;0
24;11;53;27;0
24;11;54;28;0
24;11;55;27;0
24;11;56;26;0
24;11;57;21;0
24;11;58;21;0
24;11;59;18;0
24;12;3;-8;0
24;12;4;24;0
24;12;5;-24;0
24;12;6;-24;0
24;12;7;-24;0
24;12;8;-24;0
24;12;9;-24;0
24;12;10;-24;0
24;12;11;-24;0
24;12;12;-3;0
24;12;13;-4;0
24;12;14;-18;0
24;12;15;25;0
24;12;16;-24;0
24;12;17;26;0
24;12;18;26;0
24;12;19;-25;0
24;12;20;-22;0
24;12;21;26;0
24;12;22;26;0
24;12;23;28;0
24;12;24;25;0
24;12;30;0;1
24;12;31;0;1
24;12;32;0;1
24;12;33;0;1
24;12;34;0;1
24;12;35;0;1
24;12;36;0;1
24;12;37;16;0
24;12;38;-24;0
24;12;39;27;0
24;12;40;28;0
24;12;41;27;0
24;12;42;26;0
24;12;43;25;0
24;12;44;27;0
24;12;45;28;0
24;12;46;27;0
24;12;47;27;0
24;12;48;27;0
24;12;49;28;0
24;12;50;28;0
24;12;51;25;0
24;12;52;27;0
24;12;53;12;0
24;12;54;-12;0
24;12;55;-22;0
24;12;56;27;0
24;12;57;26;0
24;12;58;25;0
24;12;59;26;0
24;13;0;25;0
24;13;1;26;0
24;13;2;28;0
24;13;3;27;0
24;13;4;26;0
24;13;5;26;0
24;13;6;24;0
24;13;7;24;0
24;13;8;-23;0
24;13;9;-26;0
24;13;10;25;0
24;13;11;20;0
24;13;12;26;0
24;13;13;26;0
24;13;14;24;0
24;13;15;24;0
24;13;16;-11;0
24;13;17;-26;0
24;13;18;27;0
24;13;19;-18;0
24;13;20;-8;0
24;13;22;-13;0
24;13;23;20;0
24;13;24;24;0
24;13;25;-15;0
24;15;8;-5;0
24;15;9;-20;0
24;15;10;-18;0
24;15;11;12;0
24;15;12;-21;0
24;15;13;-25;0
24;15;14;-18;0
24;15;15;-2;0
24;15;16;23;0
24;15;17;22;0
24;15;18;22;0
24;15;19;22;0
24;15;20;24;0
24;15;21;8;0
24;15;24;-20;0
24;15;25;20;0
24;15;26;21;0
24;15;27;20;0
24;15;28;21;0
24;15;29;20;0
24;15;30;21;0
24;15;31;20;0
24;15;33;-18;0
24;15;34;15;0
24;15;35;-17;0
24;15;36;11;0
24;15;37;22;0
24;15;38;21;0
24;15;39;13;0
24;15;40;16;0
24;15;42;0;1
24;15;43;0;1
24;15;44;0;1
24;15;45;0;1
24;15;46;0;1
24;15;47;0;1
24;15;48;0;1
24;15;49;0;1
24;15;50;0;1
24;15;51;0;1
24;15;52;0;1
24;15;53;0;1
24;15;54;0;1
24;15;55;0;1
24;15;56;0;1
24;15;57;0;1
24;15;59;-7;0
24;16;0;-16;0
24;16;1;20;0
24;16;2;20;0
24;16;3;18;0
24;16;4;18;0
24;16;5;20;0
24;16;6;20;0
24;16;7;18;0
24;16;8;20;0
24;16;9;20;0
24;16;10;20;0
24;16;11;13;0
24;16;13;-3;0
24;16;14;17;0
24;16;15;20;0
24;16;16;19;0
24;16;17;19;0
24;16;18;18;0
24;16;19;19;0
24;16;20;18;0
24;16;21;22;0
24;16;22;19;0
24;16;23;20;0
24;16;24;11;0
24;16;26;-3;1
24;16;27;0;1
24;16;28;0;1
24;16;29;0;1
24;16;30;0;1
24;16;31;0;1
24;16;32;0;1
24;16;33;0;1
24;16;34;0;1
24;16;35;0;1
24;16;36;0;1
24;16;37;0;1
24;16;38;0;1
24;16;39;0;1
24;16;40;0;1
24;16;41;0;1
24;16;42;0;1
24;16;43;0;1
24;16;44;0;1
24;16;45;0;1
24;16;46;0;1
24;16;47;0;1
24;16;48;0;1
24;16;49;-3;0
24;16;50;-21;0
24;16;51;7;0
24;16;52;18;0
24;16;53;21;0
24;16;54;20;0
24;16;55;20;0
24;16;56;21;0
24;16;57;20;0
24;16;58;18;0
24;16;59;21;0
24;17;0;13;0
24;17;2;27;0
24;17;3;21;0
24;17;4;25;0
24;17;5;25;0
24;17;6;24;0
24;17;7;5;0
24;17;8;-25;0
24;17;9;-25;0
24;17;10;-25;0
24;17;11;25;0
24;17;12;-25;0
24;17;13;20;0
24;17;14;19;0
24;17;15;18;0
24;17;16;20;0
24;17;17;10;0
24;17;18;-20;0
24;17;19;20;0
24;17;20;20;0
24;17;21;18;0
24;17;22;-20;0
24;17;23;20;0
24;17;24;21;0
24;17;25;19;0
24;17;26;21;0
24;17;27;21;0
24;17;28;20;0
24;17;29;21;0
24;17;30;21;0
24;17;31;18;0
24;17;32;-20;0
24;17;33;-20;0
24;17;34;-20;0
24;17;35;20;0
24;17;36;22;0
24;17;37;25;0
24;17;38;26;0
24;17;39;24;0
24;17;40;26;0
24;17;41;25;0
24;17;42;25;0
24;17;43;25;0
24;17;44;-25;0
24;17;45;23;0
24;17;46;-24;0
24;17;47;-24;0
24;17;48;-24;0
24;17;49;-24;0
24;17;50;-24;0
24;17;51;-15;0
25;12;8;-7;0
25;12;9;5;0
25;12;10;27;0
25;12;11;23;0
25;12;15;29;0
25;12;16;31;0
25;12;17;31;0
25;12;18;-28;0
25;12;19;10;0
25;12;20;-31;0
25;12;21;2;0
25;12;22;29;0
25;12;23;35;0
25;12;24;-30;0
25;12;25;21;0
25;12;26;-28;0
25;12;30;-24;0
25;12;31;-34;0
25;12;32;-30;0
25;12;33;-20;0
25;12;34;26;0
25;12;35;34;0
25;12;36;33;0
25;12;37;35;0
25;12;38;20;0
25;12;41;-18;0
25;12;42;36;0
25;12;43;38;0
25;12;44;-38;0
25;12;45;35;0
25;12;46;-35;0
25;12;47;36;0
25;12;48;36;0
25;12;49;35;0
25;12;50;35;0
25;12;51;35;0
25;12;52;35;0
25;12;53;36;0
25;12;54;37;0
25;12;55;10;0
25;12;59;-2;1
25;13;0;0;1
