DATE,TIME,LAT,LON,AWA,AWS,BOD,BSP,BTW,CMG,COG,CTS,DEP,DFT,DMG,DST,DTW,HDC,LOG,RDR,HEL,PIT,SET,SOG,TBS,TEMP,TWA,TWD,TWS,VAR,VMG,WCV,XTE,GWD,MRA,AI01,AI02,AI03,AI04,AI05,AI06
9576,38608,49.5852,10.9704,-153.155,0,,0,,359.989,271.994,,,0.04,0,,,216.782,307,-0.00549316,,,274.142,0.03,,21,45,261.782,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38608,49.5852,10.9704,-153.155,0,,0,,359.989,271.994,,,0.04,0,,,216.958,307,-0.00549316,,,274.142,0.03,,21,45,261.958,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38608,49.5852,10.9704,-153.155,0,,0,,359.989,271.994,,,0.04,0,,,216.958,307,-0.00549316,,,274.142,0.03,,21,45,262.084,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38608,49.5852,10.9704,-153.155,0,,0,,359.989,271.994,,,0.03,0,,,217.084,307,-0.00549316,,,273.422,0.03,,21,45,262.084,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38608,49.5852,10.9704,-153.155,0,,0,,359.989,271.994,,,0.03,0,,,217.073,307,-0.00549316,,,273.422,0.03,,21,45,262.073,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38609,49.5852,10.9704,-153.155,0,,0,,359.989,271.994,,,0.03,0,,,217.079,307,-0.00549316,,,273.422,0.03,,21,45,262.079,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38609,49.5852,10.9704,-153.155,0,,0,,359.989,271.994,,,0.03,0,,,217.101,307,-0.00549316,,,273.422,0.03,,21,45,262.101,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38609,49.5852,10.9704,-153.155,0,,0,,359.989,271.994,,,0.03,0,,,217.101,307,-0.00549316,,,273.422,0.03,,21,45,262.101,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38609,49.5852,10.9704,-153.155,0,,0,,359.989,271.994,,,0.03,0,,,217.139,307,-0.00549316,,,273.422,0.03,,21,45,262.139,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38609,49.5852,10.9704,-153.155,0,,0,,359.989,271.994,,,0.03,0,,,217.084,307,-0.00549316,,,273.422,0.03,,21,45,262.084,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38609,49.5852,10.9704,-153.155,0,,0,,359.989,271.599,,,0.03,0,,,217.051,307,-0.00549316,,,273.422,0.02,,21,45,262.051,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38610,49.5852,10.9704,-153.155,0,,0,,359.989,271.599,,,0.03,0,,,217.084,307,-0.00549316,,,273.422,0.02,,21,45,262.084,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38610,49.5852,10.9704,-153.155,0,,0,,359.989,271.599,,,0.03,0,,,216.964,307,-0.00549316,,,273.422,0.02,,21,45,261.964,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38610,49.5852,10.9704,-153.155,0,,0,,359.989,271.599,,,0.03,0,,,216.991,307,-0.00549316,,,272.78,0.02,,21,45,261.991,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38610,49.5852,10.9704,-153.155,0,,0,,359.989,271.599,,,0.02,0,,,216.985,307,-0.00549316,,,272.78,0.02,,21,45,261.985,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38611,49.5852,10.9704,-153.155,0,,0,,359.989,271.599,,,0.02,0,,,217.271,307,-0.00549316,,,272.78,0.02,,21,45,262.271,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38613,49.5852,10.9704,-153.155,0,,0,,359.989,271.285,,,0.02,0,,,217.507,307,-0.00549316,,,272.247,0.01,,21,45,262.507,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38613,49.5852,10.9704,-153.155,0,,0,,359.989,270.989,,,0.02,0,,,217.282,307,-0.00549316,,,272.247,0.01,,21,45,262.282,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38615,49.5852,10.9704,-153.155,0,,0,,359.989,270.989,,,0.02,0,,,217.062,307,-0.00549316,,,272.247,0.01,,21,45,262.062,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38616,49.5852,10.9704,-153.155,0,,0,,359.989,270.989,,,0.01,0,,,217.178,307,-0.00549316,,,271.829,0.01,,21,45,262.178,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38617,49.5852,10.9704,-153.155,0,,0,,359.989,270.764,,,0.01,0,,,217.156,307,-0.00549316,,,271.829,0,,21,45,262.156,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38618,49.5852,10.9704,-153.155,0,,0,,359.989,270.764,,,0.01,0,,,216.238,307,-0.00549316,,,271.461,0,,21,45,261.238,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38619,49.5852,10.9704,-153.155,0,,0,,359.989,270.978,,,0.01,0,,,215.936,307,-0.00549316,,,271.461,0.03,,21,45,260.936,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38620,49.5852,10.9704,-153.155,0,,0,,359.989,270.978,,,0,0,,,216.42,307,-0.00549316,,,271.208,0.03,,21,45,261.42,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38621,49.5852,10.9704,-153.155,0,,0,,359.989,271.522,,,0,0,,,216.343,307,-0.00549316,,,271.208,0.02,,21,45,261.343,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38622,49.5852,10.9704,-153.155,0,,0,,359.989,271.522,,,0.01,0,,,216.189,307,-0.00549316,,,271.187,0.02,,21,45,261.189,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38623,49.5852,10.9704,-153.155,0,,0,,359.989,272.131,,,0.01,0,,,216.7,307,-0.00549316,,,271.187,0.01,,21,45,261.7,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38624,49.5852,10.9704,-153.155,0,,0,,359.989,272.131,,,0.01,0,,,216.469,307,-0.00549316,,,271.395,0.01,,21,45,261.469,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
9576,38625,49.5852,10.9704,-153.155,0,,0,,359.989,272.78,,,0.01,0,,,215.986,307,-0.00549316,,,271.395,0,,21,45,260.986,0,0,0,,,206.845,,206.845,206.845,206.845,206.845,206.845,206.845
